Taxon	Level	Annot	Sample_type	F6_her	F6_abund	F6_pnull	F7_her	F7_abund	F7_pnull
Otu24289	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.003	64.63	0.0162	0.007	39.01
Otu24289	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.005	0.002	74.88	0	0.004	57.56
Otu24290	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.0329	0.004	50.95	0	0.005	48.64
Otu24290	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0273	0.004	55.92	0.0352	0.003	54.12
Otu24290	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0	0.003	64.73	0.0257	0.003	62.95
Otu24291	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0.0071	0.002	75.31	0.0767	0.005	62.93
Otu24297	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	0	0.007	66.67	0.0527	0.011	61.64
Otu24298	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.003	75.31	0.1021	0.022	59.48
Otu24300	OTUs	Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	IC	0	0.003	76.39	0	0.006	55.15
Otu24305	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0.0022	0.002	66.53	0	0.002	72.84
Otu24305	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.003	62.88	0.0433	0.004	57.73
Otu24306	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	CC	NA	NA	NA	0	0.004	76.3
Otu24309	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	NA	NA	NA	0.0049	0.002	73.37
Otu24309	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	NA	NA	NA	0	0.002	73.31
Otu24313	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.002	72.84	0.1098	0.003	75.43
Otu24323	OTUs	TM7;TM7-3	D120	0.0352	0.003	71.16	NA	NA	NA
Otu24323	OTUs	TM7;TM7-3	IC	0.0929	0.003	78.47	0.0102	0.009	74.02
Otu24330	OTUs	Bacteria	D120	0	0.002	79.79	NA	NA	NA
Otu24330	OTUs	Bacteria	D240	0.0063	0.003	69.98	0.1064	0.004	63.4
Otu24330	OTUs	Bacteria	CC	0	0.003	72.6	NA	NA	NA
Otu24331	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.036	59.26	0	0.04	47.41
Otu24331	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.0634	0.01	49.47	0.1886	0.005	67.9
Otu24331	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0873	0.017	31.75	0.0682	0.024	28.87
Otu24331	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0.1808	0.015	40.07	0.1604	0.012	35.01
Otu24332	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0.1146	0.003	76.54	0	0.012	55.17
Otu24332	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0	0.002	66.67
Otu24342	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0	0.017	53.02
Otu24342	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0.0443	0.002	68.64
Otu24345	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0.0073	0.003	64.2	0	0.016	46.98
Otu24345	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.002	73.68	0.04	0.002	70.62
Otu24345	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0	0.002	75.6
Otu24347	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.012	51.85	0.0928	0.015	51.72
Otu24347	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.018	25.68	0.0513	0.025	23.21
Otu24347	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0679	0.022	13.9	0.0343	0.022	15.46
Otu24347	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0	0.009	41.1	0.0523	0.007	44.43
Otu24352	OTUs	Firmicutes;Clostridia;Clostridiales	D25	NA	NA	NA	0	0.003	75
Otu24354	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.005	67.24
Otu24358	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.029	49.38	0	0.048	33.19
Otu24358	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0.0072	0.005	57.04
Otu24358	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	NA	NA	NA	0.0998	0.002	78.01
Otu24359	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.006	60.49	0.103	0.021	49.14
Otu24359	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0.0678	0.002	76.79
Otu24362	OTUs	Bacteria	D120	NA	NA	NA	0.0669	0.003	67.9
Otu24362	OTUs	Bacteria	D240	0	0.002	76.62	0.0299	0.008	40.72
Otu24363	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.003	79.74
Otu24367	OTUs	Bacteria	D25	NA	NA	NA	0	0.005	73.28
Otu24367	OTUs	Bacteria	D120	0	0.003	67.16	0.0045	0.009	34.07
Otu24367	OTUs	Bacteria	D240	0	0.002	66.19	0	0.008	29.9
Otu24367	OTUs	Bacteria	CC	NA	NA	NA	0.0058	0.003	60.91
Otu24372	OTUs	Firmicutes;Clostridia;Clostridiales;Christensenellaceae	D120	NA	NA	NA	0	0.002	75.8
Otu24374	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.004	73.28
Otu24387	OTUs	Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	D120	NA	NA	NA	0.0668	0.002	73.83
Otu24387	OTUs	Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	D240	NA	NA	NA	0.1119	0.002	75.6
Otu24389	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.006	67.9	0	0.003	76.29
Otu24389	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0995	0.001	79.78	0.0453	0.001	77.15
Otu24389	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0.1036	0.002	73.97	0.006	0.002	69.07
Otu24391	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.004	70.37	0	0.004	75.43
Otu24391	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.3073	0.037	11.58	0.0313	0.017	23.21
Otu24391	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.108	0.024	8.53	0.0423	0.022	10.14
Otu24391	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0	0.012	22.6	0.0391	0.013	29.04
Otu24393	OTUs	Bacteria	D120	0.0468	0.002	76.84	0	0.002	79.75
Otu24393	OTUs	Bacteria	D240	0	0.002	76.3	0.0854	0.002	75.26
Otu24396	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;Oscillospira_guilliermondii	D120	0.1052	0.003	65.26	0	0.002	74.57
Otu244	OTUs	Firmicutes;Bacilli;Bacillales;Planococcaceae	D240	0.0262	0.012	58.61	NA	NA	NA
Otu24401	OTUs	Firmicutes;Clostridia;Clostridiales;Acidaminobacteraceae;Fusibacter	D240	0	0.006	69.04	NA	NA	NA
Otu24403	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0.0646	0.013	55.56	0	0.003	79.31
Otu24418	OTUs	Synergistetes;Synergistia;Synergistales;Aminiphilaceae;Aminiphilus	D240	0	0.002	79.15	NA	NA	NA
Otu24444	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0	0.004	59.08	0	0.004	61.34
Otu24444	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0	0.004	65.75	0.0226	0.007	55.73
Otu24445	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum	D25	0.2163	0.002	75.31	0	0.003	74.14
Otu24448	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.008	64.22
Otu24458	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0	0.007	40.84	0.0002	0.009	30.62
Otu24458	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0	0.012	22.91	0.1417	0.011	27.66
Otu24458	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0	0.004	54.79	0	0.005	57.61
Otu24461	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0.0129	0.003	63.95
Otu24461	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0.0127	0.002	71.99
Otu24462	OTUs	Spirochaetes;Spirochaetes	CC	NA	NA	NA	0	0.004	71.9
Otu24464	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	NA	NA	NA	0	0.003	72.84
Otu24465	OTUs	Firmicutes;Clostridia;Clostridiales	D120	NA	NA	NA	0.0601	0.003	71.6
Otu24467	OTUs	Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium	CC	NA	NA	NA	0.0455	0.005	70.33
Otu24470	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	NA	NA	NA	0.032	0.003	65.93
Otu24470	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0	0.002	74.57	0.0408	0.005	51.37
Otu24471	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0.0114	0.002	72.16
Otu24476	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium	CC	0	0.004	60.27	NA	NA	NA
Otu24476	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium	IC	0.0242	0.042	31.94	0.0664	0.04	38.24
Otu24480	OTUs	Bacteria	D120	NA	NA	NA	0	0.003	65.43
Otu24487	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0	0.004	70.69
Otu24487	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0	0.002	76.3
Otu24491	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D25	NA	NA	NA	0	0.005	72.84
Otu24497	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0.3107	0.005	68.1
Otu245	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D240	NA	NA	NA	0.2196	0.085	50.52
Otu245	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	CC	0.4871	0.239	55.48	0.2163	0.161	45.37
Otu24506	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.003	75
Otu24508	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0.0071	0.004	62.96	0	0.013	39.66
Otu24508	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0.0103	0.002	71.11
Otu24510	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0.1662	0.002	73.09
Otu24510	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0	0.002	75.09
Otu24513	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.001	78.53	0	0.002	73.83
Otu24513	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0.035	0.002	70.27
Otu24515	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0.2652	0.011	49.57
Otu24518	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0.3021	0.002	78.88
Otu24519	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0.1511	0.011	56.9
Otu24519	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0.0306	0.002	76.79
Otu24528	OTUs	Firmicutes;Clostridia;Clostridiales	D120	NA	NA	NA	0	0.002	77.04
Otu24530	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0	0.001	79.58	NA	NA	NA
Otu24530	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0129	0.002	76.15	0	0.001	79.9
Otu24530	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0	0.002	69.86	0	0.003	61.85
Otu24534	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0.2742	0.006	65.09
Otu24534	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0	0.001	76.54
Otu24537	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	0	0.006	60.49	0.0982	0.013	54.74
Otu24543	OTUs	Bacteria	D120	0.0511	0.003	71.37	0.0215	0.011	31.36
Otu24543	OTUs	Bacteria	D240	0.0392	0.002	70.77	0.0367	0.007	41.58
Otu24546	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.008	65.95
Otu24550	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D25	0	0.002	75.31	0	0.007	63.79
Otu24550	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D120	NA	NA	NA	0	0.002	70.12
Otu24550	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D240	NA	NA	NA	0	0.002	76.98
Otu24551	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	NA	NA	NA	0	0.003	78.02
Otu24553	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0	0.003	75.86
Otu24559	OTUs	Firmicutes;Clostridia;Clostridiales	D25	NA	NA	NA	0	0.005	73.71
Otu24559	OTUs	Firmicutes;Clostridia;Clostridiales	D120	NA	NA	NA	0.0072	0.003	65.19
Otu24559	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.001	79.94	0	0.003	64.78
Otu24562	OTUs	Firmicutes;Clostridia;Clostridiales	D25	NA	NA	NA	0	0.004	79.74
Otu24563	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	NA	NA	NA	0	0.005	55.8
Otu24563	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0153	0.002	73.46	0.0741	0.004	61.68
Otu24569	OTUs	Firmicutes;Clostridia;Clostridiales	D25	NA	NA	NA	0	0.003	75.86
Otu24569	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0.0271	0.001	78.32	0	0.005	53.33
Otu24569	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0.1316	0.001	78.36	0	0.004	59.28
Otu24580	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0.0533	0.005	67.24
Otu24581	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.002	79.01	0.0346	0.015	43.53
Otu24581	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0	0.003	67.41
Otu24581	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0	0.002	73.2
Otu24588	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	D25	NA	NA	NA	0.075	0.004	70.26
Otu24590	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	NA	NA	NA	0.1049	0.008	63.79
Otu24596	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium	D240	0	0.002	74.88	0.104	0.004	58.93
Otu24601	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D25	NA	NA	NA	0.0444	0.008	57.33
Otu24601	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D120	0	0.002	68.42	0.1172	0.009	32.1
Otu24601	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D240	0	0.004	55.45	0	0.008	35.4
Otu24601	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	CC	NA	NA	NA	0.004	0.004	53.06
Otu24620	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.075	0.002	76	0	0.006	38.77
Otu24620	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0802	0.002	69.19	0.0033	0.004	54.47
Otu24623	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0.097	0.008	69.14	0.041	0.013	71.12
Otu24641	OTUs	Bacteria	D120	NA	NA	NA	0.0974	0.004	56.3
Otu24641	OTUs	Bacteria	D240	NA	NA	NA	0.0236	0.002	73.02
Otu24647	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.011	69.14	0	0.031	48.28
Otu24647	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.1199	0.033	9.68	0	0.082	0.99
Otu24647	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0683	0.054	4.27	0.0069	0.057	3.95
Otu24647	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0.0767	0.011	33.56	0.0035	0.013	29.51
Otu24648	OTUs	Bacteria	D120	NA	NA	NA	0.0622	0.003	67.9
Otu24648	OTUs	Bacteria	D240	NA	NA	NA	0.0292	0.003	69.76
Otu24657	OTUs	Firmicutes;Clostridia;Clostridiales	D120	NA	NA	NA	0.0746	0.006	72.1
Otu24661	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	D120	NA	NA	NA	0	0.003	59.51
Otu24661	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	D240	0.0388	0.001	79.62	0.0094	0.004	48.63
Otu24661	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	CC	NA	NA	NA	0	0.003	62.79
Otu24664	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0	0.002	70.37
Otu24664	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0	0.002	72.34
Otu24672	OTUs	Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	D120	NA	NA	NA	0	0.002	74.07
Otu24672	OTUs	Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	D240	NA	NA	NA	0.0271	0.002	68.21
Otu24675	OTUs	Bacteroidetes	D240	NA	NA	NA	0.0326	0.004	58.08
Otu24677	OTUs	Firmicutes;Clostridia;Clostridiales;Christensenellaceae	D120	NA	NA	NA	0.1855	0.003	67.16
Otu24677	OTUs	Firmicutes;Clostridia;Clostridiales;Christensenellaceae	D240	NA	NA	NA	0	0.002	77.49
Otu24683	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0.1302	0.001	77.53
Otu24683	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0447	0.002	70.62	0	0.004	56.19
Otu24683	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	NA	NA	NA	0	0.001	79.28
Otu24685	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0	0.002	69.26	0	0.003	61.98
Otu24685	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0427	0.002	71.88	0	0.002	66.67
Otu24691	OTUs	Cyanobacteria;4C0d-2;YS2	D120	0.0983	0.019	58.53	0.0272	0.014	54.07
Otu24692	OTUs	Cyanobacteria;4C0d-2;YS2	CC	0	0.008	76.71	0.0684	0.004	79.75
Otu24693	OTUs	Firmicutes	D120	NA	NA	NA	0	0.002	75.8
Otu24693	OTUs	Firmicutes	D240	0.0563	0.001	78.52	0.0267	0.004	58.76
Otu24695	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	NA	NA	NA	0.1086	0.004	60.25
Otu24695	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0	0.003	64.78
Otu24697	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0	0.003	71.98
Otu24697	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.0135	0.002	69.26	0	0.004	48.64
Otu24697	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0889	0.004	53.87	0.0089	0.006	41.07
Otu24697	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	NA	NA	NA	0.0897	0.002	72.21
Otu247	OTUs	Tenericutes;Mollicutes;RF39	D120	0	0.025	26.74	0.0292	0.017	35.06
Otu247	OTUs	Tenericutes;Mollicutes;RF39	D240	0.1468	0.004	62.56	0.1009	0.004	63.92
Otu24702	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	NA	NA	NA	0	0.001	80
Otu24702	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	NA	NA	NA	0.0059	0.002	68.9
Otu24708	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0.0183	0.003	77.59
Otu24708	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0.0124	0.006	49.26	0.1017	0.007	41.23
Otu24708	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.021	0.006	42.65	0	0.008	33.33
Otu24708	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	NA	NA	NA	0.0406	0.002	73.31
Otu24709	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	NA	NA	NA	0.0488	0.003	74.14
Otu24709	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0	0.005	49.47	0	0.008	34.81
Otu24709	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0	0.007	36.33	0.0084	0.011	24.05
Otu24709	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0.0819	0.004	61.99	0	0.016	19
Otu24713	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.0195	0.003	64	0	0.005	46.91
Otu24713	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0228	0.003	58.93	0.095	0.006	41.75
Otu24725	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	NA	NA	NA	0.0764	0.002	79.38
Otu24726	OTUs	Cyanobacteria;4C0d-2;YS2	D240	NA	NA	NA	0.0404	0.003	71.13
Otu24730	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.02	0.004	64	0.0696	0.005	52.35
Otu24730	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0	0.002	70.77	0.0727	0.005	52.58
Otu24731	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	D25	NA	NA	NA	0	0.002	75
Otu24731	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	D120	0.022	0.004	60.84	0	0.007	42.47
Otu24731	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	D240	0	0.004	55.61	0	0.005	47.59
Otu24731	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	CC	NA	NA	NA	0.0169	0.002	79.28
Otu24735	OTUs	Cyanobacteria;4C0d-2;YS2	D120	0	0.015	31.79	0.0081	0.005	66.67
Otu24735	OTUs	Cyanobacteria;4C0d-2;YS2	D240	0.087	0.009	48.03	0.0868	0.007	52.58
Otu24735	OTUs	Cyanobacteria;4C0d-2;YS2	CC	0.0801	0.014	40.41	0	0.012	50.86
Otu24738	OTUs	TM7;TM7-3;CW040;F16	D120	NA	NA	NA	0	0.002	78.02
Otu24739	OTUs	Firmicutes;Clostridia;Clostridiales	D120	NA	NA	NA	0.0775	0.003	71.6
Otu24743	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D120	0	0.002	72.42	0.007	0.002	68.89
Otu24743	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D240	NA	NA	NA	0	0.002	74.91
Otu24743	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	CC	NA	NA	NA	0.0279	0.004	59.5
Otu24748	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0	0.003	65.47	0	0.002	77.78
Otu24748	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.004	62.56	0.149	0.003	65.12
Otu24748	OTUs	Firmicutes;Clostridia;Clostridiales	CC	0	0.002	77.05	NA	NA	NA
Otu24749	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.0638	0.003	59.37	0	0.009	24.2
Otu24749	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0672	0.002	71.72	0.0452	0.005	44.5
Otu2475	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0.0034	0.003	71.11
Otu2475	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.1758	0.003	66.67
Otu24750	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	NA	NA	NA	0	0.006	68.53
Otu24750	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0471	0.002	75.58	0	0.01	33.83
