id	F6-p	F7-p	annotation	group	method	shape
Otu606	0.2477	0.206	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu25756	0.2479	0.8609	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu7093	0.2479	0.4541	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu3110	0.2481	0.7914	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus"	grey	h2-q	Quantitative
Otu16778	0.2482	0.8695	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu9676	0.2485	0.5188	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu10718	0.249	0.3678	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu1116	0.2495	0.7823	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
Otu736	0.2497	0.1785	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu677	0.2504	0.2998	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu26258	0.2505	0.8481	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu8672	0.2506	0.5654	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu8709	0.2506	0.5849	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu21127	0.2523	0.9985	Bacteria	grey	h2-q	Quantitative
Otu16995	0.2526	0.218	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu16042	0.2529	0.9338	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu1109	0.2531	0.4037	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu17441	0.2535	0.8509	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu6987	0.2539	0.1449	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	grey	h2-q	Quantitative
Otu28447	0.2542	0.1252	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu28679	0.2546	0.08037	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu9368	0.2546	0.264	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
Otu8886	0.2554	0.06347	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu34	0.2558	0.5096	"Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium"	grey	h2-q	Quantitative
Otu962	0.256	0.5193	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu10630	0.2568	0.4245	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h2-q	Quantitative
Otu16049	0.2575	0.3862	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu16981	0.2578	0.7315	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium"	grey	h2-q	Quantitative
Otu26032	0.2579	0.8267	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu7446	0.258	0.9736	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu31371	0.2582	0.9868	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu19856	0.2583	0.3136	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;SMB53"	grey	h2-q	Quantitative
Otu7791	0.2586	0.394	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu8232	0.2588	0.6874	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Butyricicoccus_pullicaecorum"	grey	h2-q	Quantitative
Otu11932	0.2592	0.8825	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h2-q	Quantitative
Otu18930	0.2593	0.733	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu23309	0.2596	0.7005	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu17764	0.2597	0.6461	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu656	0.2597	0.04417	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu508	0.2598	0.465	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h2-q	Quantitative
Otu12513	0.2601	0.2016	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu10601	0.2603	0.5583	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu29193	0.2603	0.8112	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu646	0.2607	0.5992	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu10864	0.2612	0.8067	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu1244	0.2613	0.3028	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu28574	0.2614	0.5041	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h2-q	Quantitative
Otu9248	0.2619	0.3007	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu26889	0.2625	0.7697	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu2144	0.2627	0.7034	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu1125	0.2629	0.12	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu582	0.2631	0.9673	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu631	0.2631	0.3173	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu1321	0.2633	0.8523	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu15843	0.2635	0.6619	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu31407	0.2636	0.9723	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu19734	0.2641	0.7713	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;SMB53"	grey	h2-q	Quantitative
Otu30057	0.2644	0.4398	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu6893	0.2645	0.4631	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu9846	0.2647	0.217	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h2-q	Quantitative
Otu866	0.2652	0.831	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11"	grey	h2-q	Quantitative
Otu775	0.2659	0.6546	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu29310	0.2662	0.09016	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu1100	0.2668	0.4356	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae"	grey	h2-q	Quantitative
Otu24661	0.2674	0.7859	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae"	grey	h2-q	Quantitative
Otu815	0.2674	0.1362	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu9088	0.268	0.7674	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu1528	0.2682	0.4849	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu1652	0.2682	0.03176	"Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia"	grey	h2-q	Quantitative
Otu26759	0.2684	0.466	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu8719	0.2684	0.3311	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15883	0.269	0.7848	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21786	0.2698	0.9677	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu29192	0.2698	0.3215	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira"	grey	h2-q	Quantitative
Otu6081	0.2703	0.1994	Bacteria	grey	h2-q	Quantitative
Otu609	0.2703	0.04062	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu9394	0.2704	0.26	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu12940	0.2705	0.8012	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7809	0.2705	0.9734	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu16986	0.2707	0.866	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h2-q	Quantitative
Otu9989	0.2707	0.8566	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu28011	0.2709	0.7738	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu17251	0.2711	0.5888	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9034	0.2718	0.7684	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu16240	0.2729	0.3454	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu23490	0.2729	0.1689	"Bacteria;Lentisphaerae;Lentisphaeria;Z20;R4-45B"	grey	h2-q	Quantitative
Otu23469	0.2731	0.43	Bacteria	grey	h2-q	Quantitative
Otu607	0.2731	0.189	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu158	0.2732	0.4475	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu1200	0.2736	0.5822	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu1570	0.2739	0.01625	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu7380	0.2739	0.4947	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu7256	0.274	0.9356	"Bacteria;Firmicutes"	grey	h2-q	Quantitative
Otu906	0.274	0.2082	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15677	0.2742	0.3785	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas"	grey	h2-q	Quantitative
Otu28532	0.2743	0.858	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu11913	0.2746	0.3112	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu7822	0.2746	0.08969	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu24692	0.2752	0.6786	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu8671	0.2753	0.1842	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu15741	0.2756	0.7609	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu611	0.2757	0.3855	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16263	0.2758	0.6079	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu10608	0.2761	0.2961	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7121	0.2763	0.726	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium"	grey	h2-q	Quantitative
Otu525	0.2772	0.8148	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio"	grey	h2-q	Quantitative
Otu16397	0.2773	0.6312	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu21301	0.2778	0.1488	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	grey	h2-q	Quantitative
Otu22023	0.2781	0.2172	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9487	0.2788	0.7961	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu22412	0.2789	0.957	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu188	0.279	0.07156	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu14395	0.2792	0.6833	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
Otu7149	0.2797	0.0286	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu28902	0.2808	0.1294	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu1363	0.2809	0.4197	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu15726	0.2809	0.2804	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15850	0.2811	0.4127	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu26335	0.2812	0.2192	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu30001	0.2814	0.6539	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu24458	0.2815	0.008916	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu6150	0.2815	0.2509	"Bacteria;Spirochaetes;Spirochaetes"	grey	h2-q	Quantitative
Otu831	0.2817	0.998	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7012	0.2822	0.9795	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu16163	0.2823	0.3903	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu25558	0.2826	0.3363	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu958	0.2826	0.3009	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Paraprevotella"	grey	h2-q	Quantitative
Otu1298	0.2827	0.6423	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu281	0.2828	0.07828	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu1419	0.2829	0.002806	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu9547	0.2831	0.9946	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu678	0.2834	0.7539	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu20119	0.2837	0.1817	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15747	0.284	0.9328	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu11619	0.2844	0.1051	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu313	0.2844	0.209	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu15668	0.2845	0.5193	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu8017	0.2846	0.9817	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7120	0.2852	0.7962	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu9086	0.2852	0.2041	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu17003	0.2853	0.3543	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h2-q	Quantitative
Otu717	0.2856	0.3046	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu31499	0.2865	0.8603	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;SMB53"	grey	h2-q	Quantitative
Otu15920	0.2867	0.9284	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu8029	0.2867	0.2844	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu21930	0.2869	0.4704	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu270	0.2869	0.01531	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;Mucispirillum_schaedleri"	grey	h2-q	Quantitative
Otu12292	0.2871	0.8418	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu7803	0.2872	0.6457	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9904	0.2873	0.8437	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu1379	0.2876	0.8101	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5"	grey	h2-q	Quantitative
Otu8718	0.2877	0.3697	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21903	0.2882	0.7988	"Bacteria;Bacteroidetes"	grey	h2-q	Quantitative
Otu7842	0.2883	0.7858	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu25068	0.2884	0.235	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu22317	0.2888	0.6091	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu814	0.2893	0.06035	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu629	0.2895	0.09782	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu108	0.2898	0.4314	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu19680	0.2901	0.4558	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu78	0.2901	0.2815	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu8769	0.2901	0.3823	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu29265	0.2905	0.3643	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu7019	0.2907	0.9518	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu107	0.2911	0.07047	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella"	grey	h2-q	Quantitative
Otu21805	0.2912	0.3865	Bacteria	grey	h2-q	Quantitative
Otu163	0.2918	0.9238	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu29190	0.2922	0.8395	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu17363	0.2925	0.3086	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu7163	0.2928	0.9525	"Bacteria;Firmicutes"	grey	h2-q	Quantitative
Otu16430	0.2929	0.5485	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu17929	0.2931	0.2334	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu13378	0.2933	0.2747	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu392	0.2933	0.1451	"Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae"	grey	h2-q	Quantitative
Otu3996	0.2933	0.8204	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu16198	0.2935	0.449	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu29539	0.2937	0.4808	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu8150	0.2937	0.1803	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu342	0.2942	0.2623	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae"	grey	h2-q	Quantitative
Otu1124	0.2945	0.806	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu621	0.2945	0.3013	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu8996	0.2946	0.7274	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae"	grey	h2-q	Quantitative
Otu42	0.2948	0.7369	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus"	grey	h2-q	Quantitative
Otu19671	0.2952	0.1533	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu1119	0.2956	0.7164	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu18014	0.296	0.9266	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu253	0.2967	0.687	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h2-q	Quantitative
Otu6647	0.2968	0.4244	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h2-q	Quantitative
Otu1195	0.2969	0.8628	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu1529	0.2969	0.6759	"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_animalis"	grey	h2-q	Quantitative
Otu26310	0.2969	0.9241	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu8745	0.2969	0.8236	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu28456	0.2973	0.1972	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu28977	0.2973	0.719	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu3388	0.2973	0.9971	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h2-q	Quantitative
Otu8701	0.2974	0.1199	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu17807	0.298	0.0517	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu17013	0.2981	0.2523	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu8923	0.2981	0.4307	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu24847	0.2983	0.009285	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium"	grey	h2-q	Quantitative
Otu25139	0.2984	0.5785	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
